%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=215650, 2026/04/11 20:36:59.51)
42 715 1.619901e+00 1.100916e+00  7.872437825374918248e+02  8.210162476787502328e+02  8.425346748681998861e+02  8.759841103600538190e+02
43 732 1.607690e+00 1.102056e+00  7.872437825374918248e+02  8.201474235493146807e+02  8.351775855360017431e+02  8.566245026660328676e+02
44 749 1.593946e+00 1.103124e+00  7.872437825374918248e+02  8.269849526316104402e+02  8.410502324863832655e+02  8.492754178324778422e+02
45 766 1.578323e+00 1.104825e+00  7.872437825374918248e+02  8.244577131499638654e+02  8.436453740008345221e+02  8.577460102357395044e+02
46 783 1.550259e+00 1.106170e+00  7.872437825374918248e+02  8.203453449779631228e+02  8.367596514975805349e+02  8.597164902192255340e+02
47 800 1.518367e+00 1.106170e+00  7.872437825374918248e+02  8.231115244117384009e+02  8.388631430141999772e+02  8.489802075026608463e+02
48 817 1.484008e+00 1.109156e+00  7.872437825374918248e+02  8.161393131703022163e+02  8.342184888534288802e+02  8.448620324635462566e+02
49 834 1.454415e+00 1.110430e+00  7.872437825374918248e+02  8.208564817309238606e+02  8.348879684707353590e+02  8.481928916727376873e+02
50 851 1.428419e+00 1.110656e+00  7.872437825374918248e+02  8.226114738362720118e+02  8.301266489349152380e+02  8.415428106212007151e+02
51 868 1.403673e+00 1.111119e+00  7.872437825374918248e+02  8.190284266506813537e+02  8.314181143384553252e+02  8.501698369589628328e+02
52 885 1.376714e+00 1.111710e+00  7.872437825374918248e+02  8.176697833300050888e+02  8.303794130048879651e+02  8.537232903034432638e+02
53 902 1.352685e+00 1.111710e+00  7.872437825374918248e+02  8.161040002753736644e+02  8.286507395139649361e+02  8.442339593505028006e+02
54 919 1.332881e+00 1.113325e+00  7.872437825374918248e+02  8.130797961205626052e+02  8.267655004327189090e+02  8.441368244560827634e+02
55 936 1.310892e+00 1.114447e+00  7.872437825374918248e+02  8.108966185843627272e+02  8.211088282433529457e+02  8.362321096213918281e+02
56 953 1.288298e+00 1.115442e+00  7.872437825374918248e+02  8.171866460441738127e+02  8.217667574620610367e+02  8.400006708557292541e+02
57 970 1.264828e+00 1.116328e+00  7.872437825374918248e+02  8.114635350107928389e+02  8.226188615634023336e+02  8.488946466961679107e+02
58 987 1.239458e+00 1.116328e+00  7.872437825374918248e+02  8.141747294785250233e+02  8.202950808082707681e+02  8.299541279228335497e+02
59 1004 1.215742e+00 1.118040e+00  7.872437825374918248e+02  8.137990995589784688e+02  8.220975483472437872e+02  8.331773879113694647e+02
60 1021 1.191504e+00 1.118178e+00  7.872437825374918248e+02  8.142710994967233091e+02  8.222438574672664799e+02  8.414381569593610948e+02
61 1038 1.171002e+00 1.119244e+00  7.872437825374918248e+02  8.134585828747561891e+02  8.223123307492760432e+02  8.329364543112249066e+02
62 1055 1.151796e+00 1.119619e+00  7.872437825374918248e+02  8.155207194831011748e+02  8.232740430189689960e+02  8.342277493251865508e+02
63 1072 1.135427e+00 1.119724e+00  7.872437825374918248e+02  8.132494764202982651e+02  8.240244907546039030e+02  8.339884029165244783e+02
64 1089 1.121405e+00 1.119724e+00  7.872437825374918248e+02  8.149092309644149736e+02  8.205045472518348788e+02  8.345621905830976175e+02
65 1106 1.109675e+00 1.120413e+00  7.872437825374918248e+02  8.120200783815768091e+02  8.202223048755962509e+02  8.324387131674850480e+02
