# x_m, y_m, w_tr_right_m, w_tr_left_m
9.034516135,-20.8345845,1.1,1.1
9.117612608,-21.27609624,1.1,1.1
9.200669985,-21.71759925,1.1,1.1
9.284208283,-22.15900484,1.1,1.1
9.368474656,-22.60027221,1.1,1.1
9.453389477,-23.04141779,1.1,1.1
9.538854152,-23.48246182,1.1,1.1
9.624769908,-23.92342406,1.1,1.1
9.711038064,-24.36432455,1.1,1.1
9.797559937,-24.80518317,1.1,1.1
9.884236664,-25.24602012,1.1,1.1
9.970969562,-25.6868551,1.1,1.1
10.05766004,-26.12770823,1.1,1.1
10.14420923,-26.56859947,1.1,1.1
10.23051855,-27.00954877,1.1,1.1
10.31648913,-27.45057607,1.1,1.1
10.40202238,-27.89170135,1.1,1.1
10.48704074,-28.33293995,1.1,1.1
10.57160936,-28.77427553,1.1,1.1
10.65585264,-29.21567879,1.1,1.1
10.73989495,-29.65712042,1.1,1.1
10.82386061,-30.09857095,1.1,1.1
10.90787416,-30.54000108,1.1,1.1
10.99206001,-30.9813815,1.1,1.1
11.07654253,-31.42268275,1.1,1.1
11.16144612,-31.86387552,1.1,1.1
11.24689533,-32.30493042,1.1,1.1
11.33301448,-32.74581815,1.1,1.1
11.41992811,-33.18650924,1.1,1.1
11.50776045,-33.62697438,1.1,1.1
11.5966339,-34.06718491,1.1,1.1
11.68633087,-34.507204,1.1,1.1
11.77593041,-34.94728592,1.1,1.1
11.86442423,-35.38770837,1.1,1.1
11.95080401,-35.82874916,1.1,1.1
12.03406145,-36.27068609,1.1,1.1
12.11318815,-36.71379697,1.1,1.1
12.18709411,-37.15834287,1.1,1.1
12.25194051,-37.60402705,1.1,1.1
12.30054977,-38.04987434,1.1,1.1
12.32554279,-38.49486918,1.1,1.1
12.31954077,-38.93799551,1.1,1.1
12.2751648,-39.37823777,1.1,1.1
12.18503589,-39.81458008,1.1,1.1
12.04503858,-40.24527178,1.1,1.1
11.86313578,-40.66584295,1.1,1.1
11.65008444,-41.07119435,1.1,1.1
11.41637212,-41.45625768,1.1,1.1
11.16351845,-41.81698821,1.1,1.1
10.88219117,-42.15058013,1.1,1.1
10.56245031,-42.4542982,1.1,1.1
10.20072136,-42.72486953,1.1,1.1
9.806541578,-42.95791398,1.1,1.1
9.391064606,-43.14891481,1.1,1.1
8.965009366,-43.29400146,1.1,1.1
8.53327817,-43.39794961,1.1,1.1
8.096624081,-43.47170252,1.1,1.1
7.655711992,-43.52622095,1.1,1.1
7.21125434,-43.56868052,1.1,1.1
6.764020275,-43.60171266,1.1,1.1
6.314782181,-43.62767948,1.1,1.1
5.864312623,-43.64894351,1.1,1.1
5.413384163,-43.66786692,1.1,1.1
4.962769097,-43.68681209,1.1,1.1
4.513192444,-43.70797806,1.1,1.1
4.064741025,-43.73137778,1.1,1.1
3.617046711,-43.75546541,1.1,1.1
3.169731579,-43.77866102,1.1,1.1
2.722417885,-43.79938517,1.1,1.1
2.274727526,-43.81605812,1.1,1.1
1.826282757,-43.82710023,1.1,1.1
1.376798407,-43.83096476,1.1,1.1
0.926617076,-43.82632821,1.1,1.1
0.476341288,-43.8119592,1.1,1.1
0.02657455,-43.7866269,1.1,1.1
-0.422079807,-43.74910038,1.1,1.1
-0.869018273,-43.69814854,1.1,1.1
-1.31363752,-43.63254072,1.1,1.1
-1.755341766,-43.55127176,1.1,1.1
-2.193563452,-43.45417081,1.1,1.1
-2.627741579,-43.34125944,1.1,1.1
-3.05731497,-43.21255886,1.1,1.1
-3.481722715,-43.06809073,1.1,1.1
-3.900403725,-42.90787635,1.1,1.1
-4.312797092,-42.73193782,1.1,1.1
-4.71835341,-42.54040548,1.1,1.1
-5.116547722,-42.33363315,1.1,1.1
-5.506857944,-42.11200262,1.1,1.1
-5.888761903,-41.87589568,1.1,1.1
-6.261737606,-41.62569412,1.1,1.1
-6.62526306,-41.36177964,1.1,1.1
-6.978816093,-41.08453403,1.1,1.1
-7.321874621,-40.79433907,1.1,1.1
-7.653916652,-40.49157655,1.1,1.1
-7.974420102,-40.17662826,1.1,1.1
-8.282862889,-39.8498759,1.1,1.1
-8.57872293,-39.51170126,1.1,1.1
-8.861478142,-39.16248613,1.1,1.1
-9.130646436,-38.80265264,1.1,1.1
-9.385893747,-38.43277232,1.1,1.1
-9.626920523,-38.05345163,1.1,1.1
-9.853427032,-37.66529697,1.1,1.1
-10.06511363,-37.26891453,1.1,1.1
-10.26168067,-36.86491071,1.1,1.1
-10.44282852,-36.45389189,1.1,1.1
-10.60825753,-36.03646437,1.1,1.1
-10.75766797,-35.61323452,1.1,1.1
-10.89076029,-35.18480874,1.1,1.1
-11.00723483,-34.75179332,1.1,1.1
-11.10679179,-34.31479466,1.1,1.1
-11.18913179,-33.87441903,1.1,1.1
-11.25396498,-33.43127157,1.1,1.1
-11.30134115,-32.98591499,1.1,1.1
-11.3317245,-32.53886059,1.1,1.1
-11.34560423,-32.09061606,1.1,1.1
-11.34346935,-31.64168965,1.1,1.1
-11.3258093,-31.19258916,1.1,1.1
-11.29311311,-30.74382273,1.1,1.1
-11.24587004,-30.29589815,1.1,1.1
-11.18456938,-29.8493235,1.1,1.1
-11.10970023,-29.40460674,1.1,1.1
-11.02175178,-28.96225584,1.1,1.1
-10.92121329,-28.52277879,1.1,1.1
-10.80857406,-28.08668354,1.1,1.1
-10.6843231,-27.65447807,1.1,1.1
-10.54907379,-27.22654858,1.1,1.1
-10.40429253,-26.80244336,1.1,1.1
-10.25180433,-26.38135865,1.1,1.1
-10.09343553,-25.96248935,1.1,1.1
-9.93101229,-25.54503037,1.1,1.1
-9.766361057,-25.12817678,1.1,1.1
-9.601308083,-24.7111234,1.1,1.1
-9.43731761,-24.29323743,1.1,1.1
-9.274497487,-23.87453116,1.1,1.1
-9.112637407,-23.45516827,1.1,1.1
-8.951527062,-23.03531242,1.1,1.1
-8.790956326,-22.61512726,1.1,1.1
-8.630714892,-22.1947762,1.1,1.1
-8.470592901,-21.7744228,1.1,1.1
-8.310440173,-21.35418021,1.1,1.1
-8.150232172,-20.93405617,1.1,1.1
-7.98996018,-20.51404519,1.1,1.1
-7.829615749,-20.09414152,1.1,1.1
-7.669190071,-19.67433978,1.1,1.1
-7.508674608,-19.25463428,1.1,1.1
-7.348060822,-18.83501938,1.1,1.1
-7.187340085,-18.41548959,1.1,1.1
-7.026503589,-17.99603926,1.1,1.1
-6.865542976,-17.57666288,1.1,1.1
-6.704449439,-17.15735482,1.1,1.1
-6.543214438,-16.73810939,1.1,1.1
-6.381829346,-16.31892122,1.1,1.1
-6.220287692,-15.89978535,1.1,1.1
-6.058591184,-15.4807,1.1,1.1
-5.896743417,-15.06166407,1.1,1.1
-5.734747985,-14.64267641,1.1,1.1
-5.572608574,-14.22373611,1.1,1.1
-5.410328688,-13.80484182,1.1,1.1
-5.247912103,-13.38599266,1.1,1.1
-5.085362323,-12.96718735,1.1,1.1
-4.922682944,-12.54842491,1.1,1.1
-4.75987765,-12.12970418,1.1,1.1
-4.596950127,-11.71102407,1.1,1.1
-4.433903788,-11.29238341,1.1,1.1
-4.27074241,-10.87378131,1.1,1.1
-4.107469588,-10.45521642,1.1,1.1
-3.944088915,-10.03668775,1.1,1.1
-3.780603988,-9.618194216,1.1,1.1
-3.617018401,-9.199734658,1.1,1.1
-3.453335839,-8.781308083,1.1,1.1
-3.289559896,-8.362913235,1.1,1.1
-3.125694169,-7.944549123,1.1,1.1
-2.961742342,-7.52621458,1.1,1.1
-2.79770792,-7.107908618,1.1,1.1
-2.633594588,-6.689629977,1.1,1.1
-2.469406031,-6.27137767,1.1,1.1
-2.305145753,-5.853150618,1.1,1.1
-2.14081735,-5.434947562,1.1,1.1
-1.976424508,-5.016767604,1.1,1.1
-1.811970909,-4.598609486,1.1,1.1
-1.647459971,-4.180472128,1.1,1.1
-1.482895557,-3.762354454,1.1,1.1
-1.318281083,-3.344255383,1.1,1.1
-1.153620233,-2.926173838,1.1,1.1
-0.988916693,-2.50810865,1.1,1.1
-0.824173967,-2.090058741,1.1,1.1
-0.659395741,-1.672023032,1.1,1.1
-0.494585609,-1.254000445,1.1,1.1
-0.329747257,-0.835989721,1.1,1.1
-0.164884189,-0.417989963,1.1,1.1
